0 1 2
41 59 68
41 60 67
41 61 92
41 62 100
41 65 35
41 66 66
41 67 58
41 68 9
41 69 9
41 71 100
41 72 19
41 73 27
41 75 26
41 76 55
41 78 29
41 79 35
41 80 34
41 81 76
41 82 34
41 83 21
41 84 19
41 87 73
41 88 33
41 93 50
41 98 92
41 100 47
41 101 64
41 102 15
41 103 72
41 104 69
41 105 60
41 113 36
41 114 22
41 120 78
41 121 92
41 122 17
41 126 87
41 128 72
41 135 66
41 136 48
41 137 100
41 140 21
41 143 60
41 144 9
41 148 4
41 149 9
41 155 40
41 160 66
41 166 71
41 168 40
41 170 64
41 171 61
41 178 29
41 180 27
41 183 22
41 185 36
41 189 27
41 191 34
41 193 92
41 199 72
42 43 48
42 44 12
42 45 83
42 46 35
42 47 23
42 48 20
42 49 48
42 50 21
42 51 40
42 52 87
42 53 63
42 54 85
42 55 37
42 56 2
42 57 98
42 58 51
42 59 48
42 60 25
42 64 45
42 65 98
42 68 29
42 69 10
42 70 88
42 74 84
42 76 59
42 77 54
42 82 5
42 85 2
42 87 70
42 89 52
42 102 39
42 104 46
42 105 45
42 106 10
42 107 43
42 108 7
42 109 41
42 112 3
42 114 88
42 116 83
42 118 81
42 119 24
42 125 10
42 127 96
42 130 3
42 131 33
42 132 63
42 133 31
42 135 28
42 136 15
42 138 61
42 148 36
42 150 83
42 152 40
42 154 72
42 155 69
42 156 37
42 158 9
42 164 64
42 168 20
42 173 84
42 175 24
42 177 53
42 188 10
42 193 27
43 44 36
43 45 96
43 46 89
43 47 19
43 48 47
43 49 21
43 50 73
43 51 33
43 52 4
43 53 4
43 54 32
43 55 68
43 56 78
43 57 19
43 58 96
43 60 84
43 61 30
43 62 14
43 63 22
43 64 94
43 65 73
43 66 66
43 68 27
43 69 42
43 70 79
43 71 14
43 72 75
43 73 54
43 74 75
43 75 45
43 76 53
43 78 86
43 81 33
43 83 45
43 84 20
43 86 7
43 88 40
43 89 72
43 90 53
43 91 60
43 92 42
43 93 55
43 94 30
43 97 21
43 98 70
43 99 50
43 108 78
43 110 82
43 111 75
43 112 63
43 114 92
43 118 75
43 119 14
43 120 68
43 122 7
43 123 29
43 126 52
43 128 73
43 132 36
43 134 99
43 137 58
43 139 51
43 140 18
43 141 35
43 143 95
43 145 1
43 146 19
43 148 2
43 149 88
43 151 11
43 155 4
43 161 38
43 164 57
43 167 58
43 168 61
43 171 56
43 172 87
43 175 86
43 179 14
43 183 35
43 184 18
43 185 66
43 187 19
43 190 40
43 191 33
43 192 35
43 193 22
43 194 17
43 195 32
43 196 91
43 198 45
43 199 57
44 45 65
44 46 9
44 47 7
44 49 96
44 50 80
44 51 80
44 52 15
44 53 55
44 54 26
44 57 56
44 58 16
44 60 97
44 63 90
44 64 24
44 65 36
44 67 84
44 68 44
44 69 97
44 71 69
44 72 49
44 73 16
44 74 97
44 76 67
44 77 22
44 78 21
44 80 23
44 82 30
44 85 28
44 86 51
44 89 87
44 91 13
44 94 9
44 95 33
44 96 55
44 97 38
44 104 1
44 106 84
44 111 12
44 112 48
44 119 34
44 120 100
44 121 98
44 122 53
44 134 90
44 136 31
44 138 69
44 141 49
44 149 97
44 150 71
44 153 91
44 158 15
44 159 98
44 160 85
44 163 66
44 164 11
44 176 89
44 177 53
44 181 74
44 188 79
44 191 94
44 192 45
44 193 95
44 199 44
45 46 19
45 47 92
45 48 19
45 50 42
45 52 21
45 54 68
45 56 66
45 57 72
45 58 31
45 59 1
45 60 95
45 62 24
45 63 40
45 64 26
45 65 26
45 66 3
45 67 19
45 69 13
45 72 43
45 73 89
45 74 14
45 75 42
45 78 91
45 79 22
45 80 86
45 84 77
45 85 86
45 87 40
45 89 100
45 90 66
45 91 30
45 92 81
45 93 28
45 95 79
45 97 10
45 99 74
45 100 1
45 101 94
45 102 81
45 104 1
45 105 31
45 107 1
45 109 77
45 110 56
45 111 12
45 113 41
45 117 48
45 123 6
45 125 11
45 127 19
45 133 12
45 134 44
45 135 92
45 138 16
45 139 24
45 140 44
45 141 80
45 142 96
45 145 62
45 146 91
45 147 54
45 153 14
45 155 4
45 156 55
45 158 25
45 159 67
45 160 23
45 161 60
45 162 79
45 165 100
45 170 53
45 175 34
45 181 8
45 184 13
45 187 28
45 188 80
45 191 73
45 194 60
45 195 73
46 47 6
46 48 25
46 49 49
46 50 17
46 51 46
46 52 42
46 53 52
46 54 24
46 55 40
46 56 52
46 57 50
46 59 9
46 61 76
46 62 44
46 63 91
46 64 36
46 65 32
46 68 99
46 69 19
46 70 46
46 71 56
46 73 47
46 76 19
46 79 97
46 86 33
46 88 40
46 91 74
46 94 15
46 95 24
46 96 21
46 97 61
46 99 84
46 100 67
46 104 82
46 105 36
46 106 29
46 109 45
46 110 55
46 112 16
46 113 91
46 117 50
46 121 71
46 122 34
46 123 96
46 124 84
46 125 25
46 126 6
46 129 100
46 130 23
46 131 11
46 132 91
46 133 64
46 134 69
46 138 3
46 139 21
46 141 73
46 144 24
46 151 2
46 152 79
46 156 39
46 158 2
46 159 69
46 163 44
46 165 4
46 169 79
46 177 15
46 179 36
46 181 28
46 186 2
47 48 18
47 49 73
47 50 46
47 51 10
47 52 9
47 53 79
47 54 71
47 55 34
47 56 80
47 57 93
47 58 63
47 59 19
47 60 66
47 62 93
47 63 59
47 65 44
47 66 42
47 67 64
47 68 7
47 69 63
47 71 81
47 74 93
47 76 95
47 77 93
47 78 60
47 79 70
47 80 70
47 83 55
47 85 43
47 87 21
47 88 53
47 89 91
47 90 73
47 92 69
47 95 17
47 99 10
47 101 67
47 102 47
47 107 54
47 109 82
47 110 26
47 112 93
47 113 89
47 117 35
47 118 100
47 125 81
47 126 37
47 130 65
47 132 28
47 133 57
47 136 53
47 138 59
47 139 76
47 145 92
47 146 78
47 149 14
47 153 34
47 154 17
47 155 50
47 157 1
47 161 1
47 166 14
47 167 20
47 169 73
47 172 42
47 183 14
47 186 27
47 192 55
47 196 81
47 199 9
48 49 59
48 50 91
48 52 88
48 53 93
48 54 60
48 55 8
48 57 85
48 58 74
48 59 22
48 61 16
48 62 79
48 63 28
48 65 51
48 66 93
48 67 29
48 69 33
48 71 4
48 75 55
48 77 65
48 80 37
48 81 25
48 82 75
48 84 97
48 89 48
48 93 9
48 95 72
48 96 83
48 97 23
48 98 38
48 100 55
48 102 99
48 104 64
48 106 62
48 107 76
48 111 89
48 113 95
48 115 60
48 116 10
48 117 47
48 120 19
48 122 1
48 124 33
48 126 71
48 129 87
48 130 43
48 131 30
48 132 43
48 133 53
48 134 62
48 135 13
48 136 25
48 137 64
48 140 79
48 159 99
48 160 53
48 162 21
48 164 90
48 166 58
48 172 70
48 176 91
48 183 16
48 187 16
48 193 71
48 194 56
48 195 76
49 51 67
49 52 59
49 53 1
49 54 99
49 61 53
49 62 28
49 63 22
49 65 53
49 66 13
49 67 88
49 68 72
49 70 3
49 73 65
49 74 50
49 77 20
49 83 38
49 85 18
49 88 76
49 89 33
49 92 61
49 94 77
49 98 41
49 99 99
49 100 75
49 101 98
49 103 30
49 106 7
49 108 65
49 110 17
49 115 6
49 117 83
49 120 49
49 122 6
49 125 30
49 126 40
49 128 40
49 129 15
49 138 82
49 139 23
49 142 79
49 146 77
49 150 45
49 152 15
49 153 47
49 158 85
49 159 80
49 161 53
49 163 46
49 164 66
49 169 39
49 170 87
49 171 1
49 173 69
49 178 89
49 182 86
49 183 23
49 188 9
49 193 25
49 198 2
49 199 23
50 51 32
50 52 92
50 53 78
50 54 28
50 56 47
50 57 5
50 59 5
50 60 97
50 61 93
50 64 69
50 67 9
50 68 13
50 71 38
50 72 46
50 73 40
50 75 22
50 77 68
50 79 44
50 80 85
50 82 35
50 83 90
50 84 46
50 86 3
50 87 31
50 88 89
50 89 58
50 91 32
50 92 84
50 93 84
50 96 50
50 97 33
50 99 55
50 101 39
50 112 74
50 117 5
50 118 12
50 121 73
50 123 72
50 130 100
50 133 99
50 139 86
50 140 14
50 152 80
50 153 5
50 154 55
50 156 99
50 157 15
50 170 19
50 174 58
50 180 40
50 189 29
50 197 63
50 198 73
51 52 41
51 55 84
51 57 98
51 58 55
51 59 29
51 60 50
51 61 37
51 62 86
51 63 15
51 64 100
51 66 91
51 70 2
51 71 58
51 72 76
51 73 42
51 74 53
51 76 68
51 77 2
51 82 65
51 84 72
51 85 86
51 91 65
51 92 24
51 93 11
51 95 90
51 96 25
51 101 23
51 103 88
51 105 16
51 107 23
51 112 92
51 115 75
51 119 63
51 120 29
51 123 99
51 127 9
51 129 87
51 138 98
51 140 22
51 142 15
51 143 66
51 153 26
51 155 85
51 156 99
51 157 85
51 160 35
51 162 71
51 167 78
51 169 64
51 171 62
51 173 70
51 174 87
51 176 25
51 178 26
51 179 45
51 184 15
51 196 81
52 53 81
52 54 70
52 55 2
52 58 15
52 59 88
52 61 58
52 62 67
52 63 71
52 64 54
52 65 88
52 66 81
52 68 74
52 70 97
52 76 60
52 78 65
52 81 86
52 82 33
52 87 6
52 89 84
52 92 59
52 93 32
52 94 57
52 98 21
52 100 50
52 103 54
52 110 87
52 114 30
52 116 68
52 117 85
52 118 54
52 120 20
52 126 29
52 132 6
52 133 9
52 136 18
52 144 1
52 146 78
52 162 85
52 167 56
52 175 32
52 176 45
52 177 49
52 182 92
52 184 44
52 190 14
52 191 79
52 192 97
52 195 27
52 198 42
53 54 24
53 55 45
53 56 6
53 57 43
53 58 85
53 59 4
53 61 99
53 63 94
53 64 30
53 66 54
53 67 62
53 68 70
53 69 40
53 70 68
53 71 64
53 74 39
53 76 12
53 77 15
53 79 17
53 80 25
53 81 28
53 82 17
53 83 4
53 86 99
53 87 7
53 89 70
53 90 72
53 92 74
53 94 73
53 98 71
53 100 73
53 102 4
53 105 34
53 106 51
53 108 66
53 110 90
53 112 11
53 113 42
53 115 50
53 118 53
53 123 95
53 125 26
53 126 48
53 127 83
53 129 32
53 130 59
53 131 100
53 132 66
53 136 31
53 141 35
53 143 32
53 144 57
53 145 87
53 146 13
53 156 99
53 157 18
53 166 41
53 167 90
53 169 6
53 170 91
53 175 36
53 176 26
53 180 49
53 182 12
53 190 83
53 192 41
53 195 8
53 197 73
53 198 74
54 58 57
54 59 26
54 61 76
54 65 39
54 66 20
54 68 18
54 70 75
54 72 2
54 74 86
54 75 25
54 76 39
54 77 39
54 78 52
54 79 39
54 83 58
54 89 5
54 91 62
54 92 34
54 93 90
54 95 67
54 97 21
54 99 59
54 102 11
54 104 9
54 105 26
54 106 87
54 107 29
54 108 30
54 109 44
54 110 74
54 113 88
54 118 58
54 125 74
54 127 51
54 128 67
54 131 70
54 133 40
54 137 67
54 138 19
54 141 67
54 144 68
54 149 93
54 152 36
54 153 5
54 154 55
54 156 56
54 157 92
54 160 12
54 161 67
54 167 89
54 171 57
54 174 96
54 175 30
54 185 47
54 194 80
54 195 53
55 57 14
55 60 19
55 61 13
55 63 16
55 64 98
55 65 8
55 66 53
55 67 7
55 71 34
55 72 96
55 77 57
55 78 15
55 82 2
55 83 12
55 84 32
55 85 66
55 87 51
55 92 74
55 101 2
55 106 16
55 109 40
55 115 39
55 119 18
55 123 8
55 129 73
55 138 62
55 141 66
55 144 55
55 146 92
55 147 91
55 152 60
55 157 99
55 160 83
55 173 61
55 175 64
55 176 96
55 180 82
55 187 69
55 188 14
56 58 45
56 59 46
56 60 10
56 61 60
56 66 9
56 67 58
56 68 4
56 70 5
56 72 10
56 73 32
56 75 97
56 80 28
56 83 45
56 85 68
56 88 67
56 91 27
56 94 26
56 97 35
56 99 52
56 100 2
56 104 65
56 105 82
56 106 56
56 108 93
56 110 23
56 114 78
56 117 26
56 119 10
56 120 61
56 121 91
56 126 56
56 128 59
56 133 57
56 134 26
56 136 89
56 145 19
56 147 24
56 159 100
56 160 22
56 161 38
56 163 34
56 172 16
56 185 37
56 189 63
56 193 30
57 59 21
57 60 42
57 61 12
57 69 1
57 70 27
57 71 51
57 72 45
57 74 72
57 78 95
57 80 8
57 82 5
57 86 76
57 90 71
57 93 5
57 94 49
57 98 95
57 103 66
57 107 49
57 111 21
57 113 19
57 120 57
57 125 38
57 126 78
57 128 52
57 133 90
57 136 67
57 137 48
57 139 37
57 140 67
57 142 43
57 144 96
57 149 86
57 152 35
57 155 14
57 156 50
57 165 63
57 172 18
57 173 2
57 176 72
58 59 59
58 63 23
58 66 54
58 69 82
58 71 21
58 74 18
58 77 31
58 79 78
58 81 61
58 82 57
58 83 70
58 86 12
58 88 64
58 91 14
58 94 22
58 102 12
58 103 39
58 104 83
58 105 11
58 107 91
58 110 5
58 112 97
58 125 35
58 132 18
58 138 65
58 140 90
58 144 65
58 146 19
58 149 32
58 153 61
58 155 17
58 158 47
58 162 83
58 165 38
58 166 94
58 167 6
58 180 40
58 183 50
58 196 76
58 199 10
59 62 24
59 63 60
59 65 18
59 66 60
59 67 14
59 69 13
59 70 11
59 71 98
59 75 34
59 76 55
59 77 6
59 78 97
59 80 92
59 81 26
59 82 6
59 85 13
59 90 6
59 91 14
59 93 25
59 100 28
59 102 61
59 103 14
59 104 44
59 112 90
59 115 54
59 117 73
59 120 81
59 121 76
59 124 82
59 125 24
59 127 87
59 129 44
59 130 73
59 131 39
59 134 11
59 135 70
59 137 10
59 138 4
59 145 52
59 147 44
59 153 65
59 158 73
59 159 89
59 162 21
59 169 12
59 170 13
59 171 63
59 172 27
59 179 80
59 181 60
59 184 82
59 185 72
59 192 90
59 193 35
59 194 37
59 195 20
59 198 80
59 199 84
60 61 22
60 62 36
60 63 87
60 68 48
60 69 99
60 70 84
60 73 36
60 74 59
60 75 92
60 83 59
60 84 24
60 85 42
60 88 70
60 90 94
60 91 67
60 93 69
60 96 66
60 99 23
60 102 50
60 106 100
60 110 54
60 111 56
60 117 89
60 120 38
60 123 13
60 126 99
60 132 25
60 133 41
60 134 1
60 139 92
60 143 99
60 147 74
60 148 61
60 154 17
60 157 82
60 167 94
60 170 5
60 174 41
60 181 21
60 189 19
60 190 80
60 191 55
61 63 35
61 64 42
61 65 71
61 66 40
61 67 28
61 69 55
61 70 19
61 72 87
61 73 96
61 74 35
61 75 77
61 76 81
61 77 79
61 78 92
61 79 16
61 80 19
61 82 6
61 84 83
61 85 15
61 87 91
61 88 56
61 90 64
61 91 20
61 93 83
61 94 87
61 95 67
61 99 45
61 101 26
61 102 9
61 105 56
61 106 100
61 107 36
61 109 13
61 111 93
61 113 37
61 115 86
61 116 14
61 117 20
61 122 41
61 128 89
61 131 25
61 137 26
61 144 5
61 146 14
61 147 69
61 148 69
61 152 100
61 153 61
61 154 13
61 155 94
61 157 34
61 161 92
61 163 57
61 164 89
61 167 24
61 168 24
61 169 25
61 170 77
61 172 15
61 175 27
61 176 60
61 177 61
61 179 16
61 181 14
61 185 26
61 188 32
61 191 48
61 192 96
61 195 55
61 196 47
61 197 20
61 199 71
62 64 73
62 65 37
62 77 36
62 79 97
62 82 22
62 87 65
62 90 29
62 92 89
62 94 59
62 101 65
62 103 47
62 106 63
62 107 38
62 116 96
62 119 57
62 120 53
62 121 61
62 122 76
62 134 27
62 135 50
62 137 96
62 141 95
62 145 11
62 148 73
62 152 21
62 156 18
62 161 16
62 165 94
62 171 3
62 178 71
62 185 27
62 187 49
62 189 18
62 195 90
63 67 5
63 68 40
63 69 15
63 70 26
63 71 87
63 72 67
63 73 76
63 78 27
63 79 43
63 80 13
63 84 85
63 85 56
63 88 32
63 89 62
63 90 60
63 91 32
63 93 50
63 95 73
63 96 49
63 98 94
63 99 7
63 100 87
63 102 100
63 104 45
63 108 19
63 110 97
63 114 28
63 116 75
63 122 66
63 124 96
63 125 3
63 127 54
63 128 31
63 129 66
63 130 37
63 132 57
63 143 62
63 147 10
63 148 8
63 150 28
63 151 11
63 153 90
63 155 53
63 161 44
63 167 82
63 171 47
63 172 30
63 177 96
63 180 53
63 185 6
63 188 50
63 191 44
63 192 77
64 67 76
64 68 100
64 71 63
64 72 14
64 77 69
64 79 45
64 83 95
64 86 66
64 88 71
64 89 78
64 96 52
64 97 90
64 98 82
64 99 74
64 100 53
64 101 48
64 103 9
64 104 90
64 105 46
64 107 93
64 108 25
64 111 15
64 114 99
64 116 12
64 118 41
64 120 42
64 122 37
64 131 57
64 133 16
64 146 94
64 149 45
64 154 90
64 158 65
64 162 68
64 163 87
64 164 6
64 165 13
64 168 18
64 169 74
64 170 7
64 179 44
64 184 10
64 188 68
64 190 41
64 192 94
64 197 60
65 69 38
65 70 18
65 71 19
65 73 60
65 74 94
65 77 98
65 78 39
65 79 42
65 80 56
65 81 93
65 82 46
65 83 2
65 85 30
65 86 69
65 96 92
65 97 24
65 98 92
65 100 3
65 106 14
65 115 66
65 122 24
65 124 82
65 128 19
65 132 39
65 135 29
65 138 68
65 141 40
65 144 10
65 146 82
65 149 89
65 159 6
65 161 10
65 166 63
65 168 18
65 173 57
65 177 42
65 180 42
65 187 15
65 188 26
65 189 66
65 194 47
66 68 41
66 69 5
66 71 58
66 75 96
66 76 32
66 79 79
66 80 77
66 81 71
66 82 65
66 84 64
66 85 10
66 86 16
66 88 99
66 95 32
66 98 54
66 107 87
66 110 39
66 111 88
66 113 55
66 114 44
66 116 11
66 118 1
66 120 34
66 124 93
66 127 46
66 128 76
66 131 53
66 133 99
66 137 65
66 151 80
66 154 35
66 161 47
66 163 1
66 167 27
66 169 30
66 175 39
66 183 56
66 184 69
66 185 76
66 189 89
66 198 44
67 68 81
67 73 98
67 74 40
67 75 37
67 85 65
67 86 33
67 89 39
67 90 28
67 93 58
67 96 97
67 99 39
67 100 87
67 105 67
67 106 2
67 108 92
67 113 46
67 118 33
67 122 50
67 123 50
67 132 8
67 136 84
67 137 70
67 141 77
67 147 37
67 148 93
67 153 89
67 158 75
67 160 36
67 163 54
67 169 4
67 170 74
67 173 49
67 174 38
67 175 41
67 179 88
67 183 3
67 189 78
67 196 14
68 70 93
68 71 88
68 72 39
68 73 95
68 74 5
68 78 31
68 80 52
68 81 2
68 87 43
68 88 58
68 89 99
68 90 45
68 92 56
68 94 91
68 95 78
68 105 97
68 106 32
68 107 32
68 108 75
68 109 88
68 111 11
68 114 79
68 117 39
68 119 56
68 122 36
68 123 41
68 124 19
68 125 35
68 127 64
68 128 81
68 137 35
68 138 35
68 143 75
68 145 46
68 150 31
68 151 10
68 152 77
68 153 69
68 154 79
68 170 27
68 174 7
68 196 27
69 72 71
69 73 81
69 77 30
69 78 38
69 79 24
69 81 67
69 84 32
69 90 44
69 91 53
69 94 42
69 97 91
69 99 36
69 100 69
69 101 31
69 105 75
69 106 47
69 108 6
69 114 91
69 120 54
69 123 20
69 124 31
69 127 71
69 128 16
69 133 2
69 139 89
69 143 18
69 146 79
69 152 88
69 153 1
69 155 58
69 178 28
69 179 62
69 180 40
69 181 19
69 182 83
69 192 52
69 196 54
69 198 48
70 71 9
70 73 89
70 75 37
70 76 29
70 81 77
70 86 13
70 90 47
70 92 26
70 100 24
70 101 50
70 110 28
70 111 72
70 114 78
70 115 11
70 117 61
70 123 25
70 127 8
70 128 14
70 129 46
70 130 85
70 136 47
70 137 59
70 140 21
70 141 47
70 150 61
70 152 97
70 153 4
70 160 40
70 174 73
70 179 29
70 180 47
70 184 68
70 185 59
70 186 82
70 187 5
70 189 86
70 192 80
70 194 63
70 198 87
70 199 99
71 73 58
71 74 49
71 76 22
71 77 60
71 79 57
71 81 54
71 87 8
71 92 54
71 94 62
71 95 81
71 103 54
71 107 97
71 110 36
71 111 61
71 112 65
71 113 45
71 115 6
71 117 89
71 118 59
71 120 43
71 125 63
71 128 74
71 130 52
71 131 11
71 132 75
71 136 19
71 139 26
71 140 58
71 142 64
71 147 73
71 148 8
71 152 3
71 163 66
71 172 81
71 179 11
71 180 63
71 189 41
71 190 66
71 195 16
71 196 9
71 199 42
72 73 34
72 74 3
72 75 50
72 77 42
72 78 36
72 79 91
72 81 86
72 83 37
72 84 27
72 89 7
72 92 59
72 93 99
72 95 50
72 101 14
72 106 1
72 112 36
72 114 57
72 118 42
72 119 22
72 121 20
72 122 99
72 123 13
72 129 77
72 137 100
72 141 9
72 143 58
72 144 24
72 145 60
72 156 61
72 159 97
72 160 17
72 166 6
72 167 46
72 168 66
72 173 82
72 174 11
72 179 4
72 184 22
72 188 42
72 198 29
72 199 19
73 74 71
73 78 37
73 79 79
73 81 62
73 88 38
73 90 54
73 96 65
73 100 68
73 103 8
73 104 85
73 110 95
73 114 8
73 118 54
73 121 5
73 130 70
73 131 73
73 140 22
73 142 26
73 146 54
73 149 94
73 150 42
73 178 85
73 191 14
74 77 86
74 81 25
74 82 41
74 85 50
74 86 88
74 87 26
74 89 83
74 92 95
74 94 76
74 95 67
74 97 9
74 98 62
74 105 30
74 109 98
74 111 16
74 113 5
74 116 41
74 128 18
74 129 13
74 134 49
74 138 31
74 143 53
74 144 42
74 146 51
74 152 77
74 155 68
74 157 40
74 171 71
74 176 6
74 178 85
74 183 16
74 188 13
74 191 7
74 193 36
74 194 34
74 199 27
75 76 35
75 77 100
75 78 23
75 81 30
75 86 77
75 87 33
75 88 27
75 90 70
75 92 29
75 93 81
75 94 23
75 96 63
75 97 68
75 99 99
75 101 68
75 104 29
75 106 10
75 108 23
75 111 40
75 112 42
75 115 48
75 116 72
75 118 87
75 120 35
75 122 46
75 128 87
75 132 35
75 139 76
75 141 82
75 145 53
75 146 85
75 147 51
75 150 26
75 154 94
75 157 40
75 163 13
75 164 67
75 172 11
75 176 34
75 180 30
75 181 9
75 183 100
75 184 7
75 185 42
75 196 34
75 197 45
75 198 45
76 77 1
76 78 72
76 79 43
76 82 41
76 85 23
76 86 68
76 87 1
76 88 27
76 90 15
76 93 66
76 96 36
76 97 2
76 98 51
76 99 97
76 109 34
76 119 21
76 124 26
76 126 88
76 127 84
76 128 82
76 134 40
76 140 67
76 142 74
76 148 19
76 152 95
76 156 49
76 173 76
76 180 16
76 183 54
76 188 81
76 198 75
77 80 89
77 82 8
77 84 85
77 90 50
77 93 12
77 94 37
77 95 89
77 96 14
77 97 46
77 100 30
77 101 37
77 102 22
77 105 58
77 119 18
77 122 88
77 123 25
77 130 20
77 133 19
77 140 71
77 143 94
77 145 85
77 150 43
77 151 17
77 152 21
77 153 13
77 154 62
77 157 22
77 162 85
77 164 19
77 166 1
77 169 50
77 171 87
77 172 91
77 174 22
77 175 15
77 178 52
77 184 54
77 186 94
77 194 85
77 196 33
77 197 63
78 83 98
78 84 55
78 85 16
78 87 60
78 90 70
78 91 66
78 93 7
78 94 63
78 104 66
78 106 27
78 115 19
78 121 29
78 124 13
78 125 61
78 131 60
78 132 75
78 135 15
78 146 4
78 155 44
78 157 2
78 158 6
78 159 89
78 166 48
78 168 71
78 178 50
78 183 93
78 187 89
78 189 43
78 194 61
79 80 18
79 84 18
79 87 87
79 88 95
79 91 85
79 92 43
79 108 28
79 112 94
79 121 70
79 125 58
79 126 12
79 127 79
79 128 82
79 129 52
79 141 58
79 143 59
79 144 96
79 145 95
79 151 53
79 155 91
79 163 64
79 167 19
79 168 95
79 170 64
79 171 10
79 172 58
79 175 50
79 179 17
79 182 33
79 185 57
79 188 42
79 189 52
79 190 96
79 194 44
80 81 81
80 83 27
80 90 89
80 91 10
80 98 62
80 99 19
80 100 10
80 102 43
80 103 29
80 109 22
80 115 29
80 128 24
80 129 21
80 134 11
80 136 39
80 142 92
80 144 94
80 149 37
80 153 31
80 158 69
80 160 43
80 163 46
80 170 11
80 171 52
80 172 71
80 174 33
80 181 76
80 183 75
80 187 17
80 188 2
81 83 66
81 84 18
81 85 66
81 91 75
81 94 96
81 102 90
81 107 61
81 109 45
81 110 70
81 112 94
81 129 16
81 139 52
81 141 48
81 143 60
81 146 49
81 150 72
81 151 76
81 152 56
81 153 43
81 155 21
81 157 30
81 158 31
81 164 65
81 171 30
81 180 49
81 182 68
81 184 18
81 189 94
81 190 54
81 191 45
81 192 90
81 193 92
81 194 45
81 197 70
82 86 53
82 87 13
82 88 53
82 89 77
82 91 9
82 92 6
82 96 66
82 97 89
82 100 93
82 103 42
82 104 65
82 106 90
82 117 89
82 120 7
82 129 73
82 130 14
82 132 62
82 134 91
82 141 33
82 142 23
82 143 63
82 147 96
82 148 38
82 154 81
82 155 100
82 170 23
82 171 71
82 177 45
82 178 20
82 185 24
82 193 47
83 84 72
83 91 84
83 92 48
83 96 95
83 98 88
83 107 30
83 113 67
83 118 71
83 119 99
83 123 83
83 126 8
83 128 17
83 133 7
83 135 15
83 138 53
83 146 3
83 150 42
83 155 60
83 167 36
83 170 73
83 176 32
83 177 3
83 181 93
83 184 82
83 189 75
83 193 88
83 194 65
84 86 33
84 91 49
84 93 3
84 95 85
84 99 57
84 104 12
84 115 78
84 119 81
84 127 80
84 134 28
84 139 14
84 142 9
84 144 94
84 150 43
84 151 90
84 153 80
84 154 25
84 156 59
84 157 69
84 161 76
84 166 46
84 168 3
84 173 40
84 175 85
84 179 29
84 182 43
84 187 1
84 192 59
84 195 63
85 86 66
85 87 68
85 94 61
85 101 99
85 104 72
85 108 55
85 110 49
85 112 45
85 116 29
85 118 52
85 120 87
85 121 91
85 136 33
85 137 86
85 145 13
85 147 40
85 150 100
85 152 73
85 156 81
85 164 24
85 168 53
85 169 50
85 177 90
85 180 44
85 189 67
85 198 86
86 90 49
86 91 93
86 94 33
86 102 77
86 104 62
86 112 87
86 113 47
86 118 66
86 122 11
86 124 52
86 127 66
86 132 83
86 140 24
86 141 43
86 158 78
86 160 58
86 180 59
86 182 23
86 186 41
86 191 43
86 199 8
87 88 75
87 90 79
87 91 23
87 93 25
87 95 41
87 99 37
87 101 41
87 103 85
87 108 15
87 113 25
87 115 23
87 117 89
87 119 74
87 130 22
87 135 66
87 136 76
87 139 69
87 155 12
87 156 19
87 159 73
87 160 30
87 163 36
87 167 10
87 168 20
87 173 92
87 174 36
87 185 46
87 188 33
87 196 20
87 197 35
88 98 81
88 104 99
88 105 87
88 111 94
88 115 19
88 119 15
88 122 47
88 124 50
88 125 31
88 130 18
88 146 96
88 156 38
88 159 64
88 164 75
88 165 91
88 166 18
88 171 72
88 177 16
88 179 44
88 186 33
88 194 36
88 196 36
89 91 51
89 95 75
89 105 59
89 108 98
89 109 66
89 111 62
89 114 40
89 115 2
89 116 30
89 117 82
89 119 97
89 121 30
89 125 72
89 127 35
89 130 18
89 131 92
89 132 10
89 137 14
89 139 37
89 140 98
89 143 44
89 145 38
89 147 20
89 150 77
89 162 12
89 167 15
89 169 27
89 174 22
89 182 100
89 187 2
89 188 23
89 198 61
90 92 99
90 95 67
90 97 88
90 98 85
90 117 37
90 120 14
90 128 28
90 137 54
90 141 52
90 142 5
90 158 80
90 168 56
90 176 86
90 195 34
90 196 14
91 92 70
91 95 25
91 96 29
91 97 55
91 100 41
91 103 54
91 107 25
91 112 70
91 115 73
91 124 95
91 137 86
91 139 60
91 147 35
91 155 5
91 161 11
91 162 67
91 165 71
91 172 38
91 174 28
91 185 24
91 189 71
91 191 68
91 199 27
92 95 35
92 96 60
92 106 96
92 107 76
92 113 19
92 116 100
92 117 25
92 122 10
92 127 39
92 130 20
92 135 81
92 136 63
92 145 74
92 151 98
92 153 2
92 160 2
92 171 61
92 172 58
92 175 11
92 188 100
93 104 79
93 112 97
93 113 30
93 117 11
93 119 100
93 123 93
93 125 27
93 126 6
93 128 54
93 131 11
93 138 11
93 141 87
93 148 77
93 150 29
93 162 16
93 171 29
93 181 22
93 195 88
94 96 100
94 98 65
94 105 20
94 111 97
94 114 95
94 116 30
94 118 77
94 121 32
94 123 68
94 130 14
94 137 2
94 146 65
94 147 26
94 149 38
94 154 21
94 155 87
94 157 56
94 161 100
94 164 41
94 183 40
94 187 74
94 188 14
94 191 62
94 192 48
94 197 78
95 98 12
95 99 5
95 102 22
95 106 1
95 109 31
95 110 94
95 111 39
95 113 45
95 115 56
95 121 49
95 122 31
